invoice_no,product_id,customer_id,country_id,date_id,quantity,unit_price,revenue
574550,864,12484.0,9,275,10,2.89,28.9
543828,267,14156.0,7,56,10,1.65,16.5
541855,483,13742.0,1,37,1,5.95,5.95
543467,22,,1,51,1,8.29,8.29
547729,197,15529.0,1,90,12,0.42,5.04
548361,460,16092.0,1,94,16,0.42,6.72
578701,5306,17624.0,1,293,4,3.75,15.0
571931,301,,1,261,1,1.63,1.63
581217,1113,,1,304,8,3.29,26.32
561217,643,,1,188,1,4.13,4.13
580730,408,,1,301,6,1.63,9.78
545085,131,15039.0,1,68,1,12.75,12.75
578057,3102,12920.0,1,290,25,0.42,10.5
566717,3173,17841.0,1,231,2,0.85,1.7
569215,203,13571.0,1,246,2,2.1,4.2
545222,2648,13880.0,1,69,24,0.85,20.4
577178,46,12618.0,12,287,1,40.0,40.0
563738,535,15024.0,1,209,1,12.75,12.75
562733,130,14626.0,1,201,6,2.95,17.700000000000003
569897,1159,17813.0,1,250,1,3.75,3.75
556473,3929,17265.0,1,151,1,0.83,0.83
563935,4486,15547.0,1,211,1,2.1,2.1
540113,1345,13126.0,1,22,12,1.25,15.0
556482,3797,17242.0,1,151,12,4.15,49.8
539484,71,15640.0,1,16,24,0.55,13.2
541266,1439,15673.0,1,31,10,1.95,19.5
C560540,4321,12415.0,3,183,-1,2.08,-2.08
572103,321,17571.0,1,262,1,0.21,0.21
560225,4615,,1,180,2,3.29,6.58
560841,3972,14298.0,1,185,4,3.29,13.16
574308,1468,16409.0,1,274,8,1.25,10.0
571828,4338,16440.0,1,261,4,1.65,6.6
544812,992,,1,64,1,0.83,0.83
552321,1758,17049.0,1,123,5,2.95,14.75
575602,104,17059.0,1,280,1,5.95,5.95
550471,681,,1,110,1,8.29,8.29
539041,718,15456.0,1,13,4,2.1,8.4
558479,2197,17837.0,1,166,1,0.95,0.95
539305,1194,14334.0,1,14,12,1.25,15.0
548373,2616,,1,94,1,0.83,0.83
547882,2132,14911.0,7,92,24,0.12,2.88
553386,10,13381.0,1,129,16,1.69,27.04
570127,4589,16900.0,1,251,3,1.65,4.949999999999999
578032,4256,16633.0,1,290,1,15.0,15.0
571310,1877,13394.0,1,259,12,1.06,12.72
557639,1549,12933.0,1,159,12,0.83,9.96
544586,1053,17338.0,1,62,6,1.25,7.5
578858,2041,18145.0,1,294,24,0.42,10.08
562045,202,12644.0,5,195,12,1.65,19.8
562688,2791,13869.0,1,200,6,2.55,15.3
566281,4771,12748.0,1,228,6,4.15,24.9
569217,3283,15579.0,1,246,1,3.25,3.25
569224,4,15701.0,1,246,1,4.25,4.25
550636,386,,1,111,1,7.46,7.46
551400,991,17160.0,1,116,10,0.85,8.5
570829,1482,16295.0,1,255,4,4.95,19.8
540551,2588,,1,26,5,1.66,8.299999999999999
540646,1071,,1,26,1,2.51,2.51
578118,10,12955.0,1,291,16,1.69,27.04
C550485,215,13317.0,1,110,-4,1.25,-5.0
549526,829,13630.0,1,102,1,2.95,2.95
572885,1070,15311.0,1,267,2,1.25,2.5
543097,1549,,1,47,12,1.25,15.0
553527,4103,15123.0,1,130,12,1.65,19.8
543371,985,14048.0,1,50,3,2.1,6.300000000000001
556575,4311,17027.0,1,152,1,4.95,4.95
538371,1247,15570.0,1,10,5,0.85,4.25
549015,429,15244.0,1,99,12,1.65,19.8
536592,524,,1,1,1,5.91,5.91
562031,484,16984.0,1,194,1,7.95,7.95
537240,692,,1,5,6,2.51,15.06
576864,3176,12748.0,1,285,2,0.85,1.7
557938,4318,,1,161,1,5.79,5.79
580729,2708,,1,301,3,8.29,24.87
556812,2877,,1,153,2,2.46,4.92
559923,337,,1,178,2,0.83,1.66
563638,670,15311.0,1,209,48,2.55,122.4
540821,783,,1,27,13,0.43,5.59
552662,194,,1,124,1,8.29,8.29
557897,1175,13881.0,1,161,10,1.25,12.5
551543,2719,16055.0,1,118,1,24.95,24.95
550279,85,14700.0,1,108,12,1.25,15.0
580044,3562,14869.0,1,298,12,1.25,15.0
579777,2094,,1,297,2,4.13,8.26
546107,267,17238.0,1,76,1,1.65,1.65
557213,264,15021.0,1,156,2,2.95,5.9
571931,915,,1,261,1,4.13,4.13
541266,2799,15673.0,1,31,6,2.55,15.3
572553,4316,,1,265,2,10.79,21.58
541974,858,14541.0,1,38,1,1.25,1.25
567671,1274,,1,237,1,4.13,4.13
540523,308,13069.0,1,25,6,1.25,7.5
544323,884,,1,59,9,2.46,22.14
567202,47,13325.0,1,235,40,2.55,102.0
578827,4754,,1,293,1,2.46,2.46
539294,54,15532.0,1,14,1,7.95,7.95
574734,4778,15025.0,1,276,1,1.65,1.65
562715,2617,,1,200,1,10.79,10.79
563098,4112,14911.0,7,204,12,1.65,19.8
550188,429,12457.0,8,107,12,1.65,19.8
545184,1054,13292.0,1,68,24,0.42,10.08
542870,553,15203.0,1,45,12,0.42,5.04
559937,63,13577.0,1,179,10,0.85,8.5
552315,1925,12700.0,2,122,6,2.55,15.3
580695,4787,13230.0,1,301,2,1.25,2.5
554966,2082,16034.0,1,139,12,5.95,71.4
568135,1647,,1,239,1,1.63,1.63
558417,242,14156.0,7,166,20,6.75,135.0
553702,910,13263.0,1,131,2,2.1,4.2
566221,399,,1,227,1,3.29,3.29
580054,266,18122.0,1,298,4,1.65,6.6
566985,1661,,1,233,1,4.96,4.96
543107,1206,13800.0,1,47,12,0.85,10.2
569896,874,,1,250,2,8.5,17.0
C556493,763,17802.0,1,151,-3,1.95,-5.85
578846,4483,17757.0,1,293,2,1.45,2.9
559169,3629,16722.0,1,172,50,0.42,21.0
581164,5487,14395.0,1,303,25,0.42,10.5
566060,4777,,1,226,3,4.13,12.39
568135,178,,1,239,1,8.29,8.29
571231,365,15856.0,1,257,6,1.95,11.7
538149,611,,1,8,1,20.38,20.38
578067,683,,1,290,8,0.42,3.36
542898,1271,16110.0,1,45,1,2.95,2.95
574878,925,14653.0,1,277,14,6.95,97.3
578326,4900,16343.0,1,291,2,4.95,9.9
551550,535,17501.0,1,118,1,12.75,12.75
570195,4777,14825.0,1,251,20,2.08,41.6
553890,1304,,1,132,5,0.83,4.15
559120,4084,16393.0,1,172,10,2.08,20.8
538473,92,13668.0,1,10,4,1.95,7.8
575477,3178,,1,279,1,2.46,2.46
581498,2708,,1,305,3,8.29,24.87
C560409,759,16717.0,1,182,-2,7.95,-15.9
568719,293,,1,243,2,1.25,2.5
565995,67,16076.0,1,226,2,1.65,3.3
566783,188,13539.0,1,232,4,3.75,15.0
576191,5348,17377.0,1,283,2,1.65,3.3
538012,988,14527.0,1,8,2,1.25,2.5
561218,778,,1,188,1,4.13,4.13
541423,2163,,1,32,2,8.29,16.58
568231,4946,14808.0,1,241,2,4.15,8.3
555094,4154,13398.0,1,141,12,0.83,9.96
552039,3357,13081.0,1,121,24,0.42,10.08
554093,1699,14837.0,1,134,12,0.85,10.2
568675,77,14298.0,1,243,20,1.79,35.8
565396,900,,1,221,1,0.83,0.83
561873,202,13316.0,1,193,1,1.65,1.65
560772,2651,,1,184,4,1.25,5.0
567170,3361,13566.0,1,234,5,1.95,9.75
581498,17,,1,305,1,20.79,20.79
543977,909,15615.0,1,56,12,1.45,17.4
566089,203,14062.0,1,227,48,1.85,88.80000000000001
576054,703,15787.0,1,282,1,0.39,0.39
557484,4284,14796.0,1,158,6,3.25,19.5
552281,610,15704.0,1,122,6,0.85,5.1
548712,445,17050.0,1,97,4,2.95,11.8
577773,864,16712.0,1,289,1,2.89,2.89
566713,128,15933.0,1,231,12,1.65,19.8
577358,4268,,1,287,3,2.46,7.38
538881,1225,,1,12,1,3.36,3.36
536408,316,14307.0,1,1,36,0.85,30.6
571461,2736,16932.0,1,259,1,0.42,0.42
560782,68,14769.0,1,185,6,2.55,15.3
572186,4414,16497.0,1,263,4,3.95,15.8
557057,4307,16843.0,1,155,12,4.15,49.8
556630,4086,13999.0,1,152,10,2.08,20.8
575210,4116,14732.0,1,279,6,2.08,12.48
550470,1878,,1,110,2,1.63,3.26
539337,151,,7,15,24,1.45,34.8
567901,246,,1,238,2,5.79,11.58
571716,243,,1,260,1,1.25,1.25
574313,5128,13267.0,1,274,24,1.25,30.0
543660,834,,1,54,1,1.63,1.63
553008,384,17315.0,1,126,1,0.95,0.95
538968,428,15384.0,1,13,3,4.95,14.85
580734,67,12766.0,11,302,20,1.65,33.0
562999,405,15117.0,1,203,12,1.45,17.4
539957,277,12585.0,5,20,12,1.25,15.0
575904,3393,18014.0,1,281,2,1.65,3.3
576911,5511,17461.0,1,286,12,0.42,5.04
569691,1656,18223.0,1,249,4,4.95,19.8
552669,3630,16710.0,1,124,5,2.08,10.4
540248,2396,15034.0,1,22,6,2.55,15.3
576618,4754,,1,284,1,2.46,2.46
570733,47,17190.0,1,255,14,2.95,41.3
543377,2092,13725.0,1,50,12,1.49,17.88
566602,648,,1,230,1,0.42,0.42
556080,641,,1,148,1,16.63,16.63
575983,4486,13379.0,1,282,2,2.1,4.2
550199,3861,16523.0,1,108,10,1.65,16.5
575177,5325,,1,278,1,3.29,3.29
555931,34,17828.0,37,148,6,3.25,19.5
571034,2097,12359.0,19,256,2,39.95,79.9
575176,50,,1,278,2,3.29,6.58
576617,1032,,1,284,1,8.29,8.29
551650,105,13089.0,1,118,10,5.95,59.5
563661,595,13048.0,1,209,10,2.08,20.8
574962,5269,15194.0,1,278,8,1.95,15.6
572569,1265,17870.0,1,266,1,1.95,1.95
577549,1521,17841.0,1,288,3,2.1,6.300000000000001
564436,1439,17841.0,1,215,1,2.08,2.08
540169,1983,14527.0,1,22,1,8.95,8.95
562542,2880,17377.0,1,198,12,0.42,5.04
546770,3451,12523.0,2,82,6,2.89,17.34
577051,1090,14034.0,1,286,1,0.39,0.39
566867,1083,13694.0,1,232,120,0.39,46.8
550464,3567,16550.0,1,110,8,1.25,10.0
556207,288,17372.0,1,149,1,1.25,1.25
563555,4490,16755.0,1,208,1,8.5,8.5
C540392,746,12753.0,15,23,-40,2.55,-102.0
541794,82,17238.0,1,36,2,1.95,3.9
564308,1131,13901.0,1,214,3,5.95,17.85
570690,4288,,1,254,1,1.25,1.25
575137,1802,13090.0,1,278,12,1.69,20.28
547507,1037,16859.0,1,88,24,0.85,20.4
554151,858,14049.0,1,135,6,1.25,7.5
536395,29,13767.0,1,1,8,3.75,30.0
554103,753,15555.0,1,134,5,0.42,2.1
545215,3173,,1,68,2,1.63,3.26
554163,1458,14573.0,1,135,2,1.95,3.9
568134,4753,,1,239,1,2.46,2.46
546127,1129,17730.0,1,76,48,1.06,50.88
579010,1087,13258.0,1,295,2,8.25,16.5
570116,394,12856.0,1,251,4,1.25,5.0
555547,40,12681.0,2,145,12,1.65,19.8
538860,36,17757.0,1,12,2,1.95,3.9
C567681,292,15433.0,1,237,-22,0.55,-12.1
559070,215,13468.0,1,172,12,1.25,15.0
572918,1622,14379.0,1,267,4,2.95,11.8
546007,971,,1,75,1,8.29,8.29
572550,932,,1,265,1,1.63,1.63
554271,515,16422.0,1,135,48,1.45,69.6
537196,1108,15426.0,1,4,1,2.55,2.55
541847,444,15443.0,1,37,2,3.75,7.5
566424,4191,13309.0,1,229,2,6.75,13.5
564060,1377,17073.0,1,212,4,1.95,7.8
570871,932,,1,255,2,1.63,3.26
C538350,215,13798.0,1,9,-4,1.06,-4.24
555383,39,12517.0,5,143,2,0.85,1.7
542431,118,12853.0,1,42,4,5.95,23.8
548700,3357,13623.0,1,97,1,0.42,0.42
540316,1461,16676.0,1,23,8,0.85,6.8
540817,1,14209.0,1,27,32,2.55,81.6
566564,3355,15522.0,1,230,24,0.42,10.08
562353,3863,16180.0,1,197,20,1.65,33.0
567721,2925,12409.0,8,238,48,0.39,18.72
574677,4176,16445.0,1,276,6,0.83,4.98
558348,542,17188.0,1,165,12,0.42,5.04
565766,93,17841.0,1,224,1,2.55,2.55
559465,1040,14680.0,1,174,2,0.85,1.7
578844,958,,1,293,2,0.83,1.66
563552,247,17656.0,1,208,12,2.1,25.200000000000003
C543368,155,18245.0,1,50,-4,8.5,-34.0
570983,4055,14963.0,1,256,4,4.95,19.8
560693,320,13136.0,1,184,12,1.45,17.4
C546167,1422,15611.0,1,77,-2,7.95,-15.9
581223,3863,15237.0,1,304,10,1.65,16.5
561371,2137,,1,189,4,1.63,6.52
542272,128,16496.0,1,41,12,1.65,19.8
542506,60,16523.0,1,42,10,1.95,19.5
560979,182,15232.0,1,186,24,0.29,6.959999999999999
553129,139,17765.0,1,127,1,1.65,1.65
558475,3423,,1,166,1,2.9,2.9
C554983,1278,17152.0,1,140,-20,4.65,-93.0
558123,71,15834.0,1,164,24,0.55,13.2
543245,456,16725.0,1,48,1,1.25,1.25
569870,1080,12757.0,11,250,1,4.95,4.95
568567,610,,1,242,2,1.63,3.26
581219,189,,1,304,1,2.46,2.46
542087,79,14849.0,1,39,12,1.45,17.4
538008,1947,12683.0,2,8,2,8.5,17.0
565840,1693,,1,225,1,0.83,0.83
558196,4419,16033.0,1,164,4,1.65,6.6
547570,48,13636.0,1,89,3,5.95,17.85
572553,206,,1,265,1,4.13,4.13
537362,1383,17596.0,1,5,1,0.85,0.85
566935,1087,18102.0,1,232,500,4.58,2290.0
569726,1373,17419.0,1,250,4,4.65,18.6
580140,4126,14895.0,1,299,2,5.75,11.5
552045,1590,18241.0,1,121,2,12.75,25.5
574901,1203,17158.0,1,277,24,1.45,34.8
567195,4788,17451.0,1,235,4,3.75,15.0
545637,302,15514.0,1,72,12,1.25,15.0
545580,3393,13931.0,1,72,10,1.65,16.5
560926,573,,1,186,6,1.63,9.78
545700,2298,17811.0,1,73,4,5.95,23.8
579473,2026,13198.0,1,296,6,4.95,29.700000000000003
555096,4109,12682.0,2,141,4,4.15,16.6
557431,4119,18260.0,1,158,2,7.5,15.0
553162,3352,,1,127,2,0.83,1.66
579187,4274,,1,295,1,2.46,2.46
568567,90,,1,242,4,1.63,6.52
566291,161,12965.0,1,228,1,8.5,8.5
581514,2005,17754.0,1,305,13,1.25,16.25
564167,361,17735.0,1,213,10,2.08,20.8
540547,965,14911.0,7,25,4,4.65,18.6
537464,312,14907.0,1,6,2,7.95,15.9
547380,527,16809.0,1,87,1,7.95,7.95
549235,3093,15530.0,1,101,3,2.95,8.850000000000001
545216,816,,1,68,2,0.79,1.58
553485,638,13208.0,1,130,4,2.95,11.8
577034,3361,12847.0,1,286,12,1.95,23.4
561626,4307,14898.0,1,191,3,4.15,12.45
577700,5072,14449.0,1,289,1,5.95,5.95
580689,21,12994.0,1,301,2,8.25,16.5
566451,404,18069.0,1,229,1,5.95,5.95
575902,3381,15544.0,1,281,4,4.15,16.6
569219,4946,13558.0,1,246,1,4.15,4.15
569202,19,,1,245,1,12.46,12.46
571030,46,12876.0,13,256,7,15.0,105.0
557350,557,16670.0,1,158,3,4.95,14.85
568168,4381,15799.0,1,240,8,2.95,23.6
547195,2478,17204.0,1,86,1,12.75,12.75
C544436,199,18172.0,1,60,-2,2.1,-4.2
577252,813,18034.0,1,287,48,0.42,20.16
539738,1249,,1,18,1,5.91,5.91
575875,589,,1,281,3,2.46,7.38
567853,4298,15484.0,1,238,12,1.65,19.8
576055,306,15449.0,1,282,12,2.1,25.200000000000003
543114,148,14156.0,7,47,6,2.95,17.700000000000003
547073,340,17211.0,1,85,1,7.95,7.95
580727,3439,14096.0,1,301,3,2.46,7.38
560772,3247,,1,184,2,5.79,11.58
558685,4533,17706.0,1,168,12,2.08,24.96
576371,668,14911.0,7,284,1,9.95,9.95
578515,177,16885.0,1,292,1,4.95,4.95
552677,1589,,1,124,1,4.13,4.13
566913,251,17602.0,1,232,12,2.95,35.400000000000006
544448,57,14878.0,1,61,1,12.75,12.75
561642,4316,17965.0,1,191,1,4.95,4.95
552673,971,,1,124,1,8.29,8.29
546891,2616,,1,83,4,0.83,3.32
553857,1278,,33,132,3,5.45,16.35
563714,2866,14565.0,1,209,16,3.95,63.2
581498,843,,1,305,1,1.25,1.25
552894,1011,14606.0,1,126,1,2.08,2.08
581376,5662,14719.0,1,304,1,2.08,2.08
570703,3619,14911.0,7,255,2,4.95,9.9
564230,215,,1,214,19,3.29,62.51
563500,3606,15856.0,1,207,20,1.25,25.0
543648,2601,15114.0,1,54,12,0.85,10.2
552867,481,15513.0,1,126,4,5.95,23.8
577504,5350,14159.0,1,288,1,2.08,2.08
558365,640,13631.0,1,165,40,6.25,250.0
C560540,45,12415.0,3,183,-36,0.65,-23.4
563214,2087,16370.0,1,205,1,1.65,1.65
576674,5573,,1,285,-6,0.0,-0.0
579187,1042,,1,295,1,1.63,1.63
555477,3862,12359.0,19,144,10,2.08,20.8
581492,317,,1,305,3,0.83,2.49
550659,607,17730.0,1,112,12,1.25,15.0
579002,1225,14093.0,1,294,1,0.83,0.83
551671,3215,,1,118,-10,0.0,-0.0
547063,1145,14769.0,1,85,8,1.69,13.52
537237,1124,,1,5,2,3.36,6.72
561090,602,,1,188,1,20.79,20.79
546435,193,15671.0,1,80,12,1.25,15.0
557888,439,14656.0,1,161,1,1.25,1.25
538863,458,16919.0,1,12,3,1.49,4.47
537604,140,13488.0,1,6,12,4.95,59.400000000000006
548259,1637,14099.0,1,94,12,2.1,25.200000000000003
C546557,1118,,26,81,-1,2583.76,-2583.76
574707,4778,17107.0,1,276,100,1.45,145.0
560926,990,,1,186,1,1.63,1.63
577321,3929,15311.0,1,287,12,0.83,9.96
563026,362,15747.0,1,203,3,1.25,3.75
560719,4647,,1,184,-21,0.0,-0.0
548874,1258,17716.0,1,98,8,2.95,23.6
563940,990,17416.0,1,212,10,0.85,8.5
580610,1280,,1,301,2,3.29,6.58
536605,254,13715.0,1,2,10,1.25,12.5
576339,4285,14096.0,1,283,2,2.46,4.92
562437,3430,13047.0,1,197,24,0.83,19.92
C561328,1248,12471.0,5,189,-1,4.95,-4.95
540514,29,15708.0,1,25,1,3.75,3.75
571219,752,15601.0,1,257,12,0.65,7.800000000000001
559660,3728,16701.0,1,176,2,1.95,3.9
C557515,129,17463.0,1,158,-2,2.95,-5.9
575127,4787,13695.0,1,278,12,1.25,15.0
565805,266,18229.0,1,225,20,1.65,33.0
552668,1425,,1,124,1,4.13,4.13
574329,323,12362.0,13,275,24,1.95,46.8
557963,4084,13709.0,1,162,10,1.95,19.5
560433,1542,,1,182,1,0.42,0.42
554278,3904,13831.0,1,135,1,3.29,3.29
569220,803,16007.0,1,246,6,0.39,2.34
551660,1956,15271.0,1,118,12,1.25,15.0
571226,510,13006.0,1,257,24,0.29,6.959999999999999
559052,361,,1,171,6,2.08,12.48
567846,4995,13486.0,1,238,4,3.75,15.0
559816,1358,,1,177,1,10.79,10.79
571898,419,13247.0,1,261,8,1.95,15.6
563571,141,15541.0,1,208,1,2.08,2.08
566595,397,18251.0,1,230,720,0.42,302.4
575177,2445,,1,278,1,4.13,4.13
563031,3393,13263.0,1,203,2,1.65,3.3
560385,524,14583.0,1,182,2,2.95,5.9
576065,1880,15005.0,1,282,1,1.25,1.25
547921,202,14766.0,1,92,12,1.49,17.88
573007,1410,16009.0,1,268,2,7.95,15.9
561094,4637,12474.0,5,188,25,0.42,10.5
551174,1635,,1,114,1,8.29,8.29
580908,3361,16495.0,1,302,3,1.95,5.85
560555,1239,14178.0,1,183,1,0.42,0.42
575902,1233,15544.0,1,281,8,1.65,13.2
568805,533,12826.0,1,244,16,1.25,20.0
572873,4158,12820.0,1,267,6,4.15,24.9
572517,229,15068.0,1,265,3,1.25,3.75
560942,1141,15005.0,1,186,2,1.49,2.98
556820,4307,12682.0,2,154,6,4.15,24.9
580061,5167,14051.0,1,298,18,5.35,96.3
538071,2455,,1,8,1,7.62,7.62
563844,3961,17725.0,1,210,2,4.15,8.3
553013,3860,,1,126,1,4.13,4.13
578149,547,,1,291,1,4.13,4.13
544903,2049,18065.0,1,65,2,7.95,15.9
561712,1079,14499.0,1,192,1,6.75,6.75
546015,309,14336.0,1,75,12,0.95,11.4
542398,312,13174.0,1,41,1,7.95,7.95
574317,627,17078.0,1,274,24,2.55,61.2
565388,516,14415.0,1,221,1,1.65,1.65
547028,160,13593.0,1,85,1,8.5,8.5
543201,243,,1,48,2,1.25,2.5
549279,1425,16469.0,1,101,1,1.95,1.95
573345,1832,17609.0,1,270,3,0.79,2.37
579102,717,14911.0,7,295,12,1.45,17.4
577531,2468,,1,288,1,5.79,5.79
577488,4131,13090.0,1,288,12,1.25,15.0
563917,4103,14572.0,1,211,2,1.65,3.3
567184,4585,16033.0,1,234,2,1.25,2.5
538968,2393,15384.0,1,13,25,0.42,10.5
556243,296,,1,149,1,4.13,4.13
580500,309,17131.0,1,300,12,1.25,15.0
567128,980,18055.0,1,233,4,0.85,3.4
558879,10,12921.0,1,170,24,1.69,40.56
554960,194,,1,139,2,10.79,21.58
551058,839,14606.0,1,114,1,2.1,2.1
C538350,2001,13798.0,1,9,-15,1.69,-25.35
537823,1365,,1,7,1,11.02,11.02
544293,183,17954.0,1,59,12,0.29,3.4799999999999995
560433,466,,1,182,3,0.83,2.49
541987,289,14130.0,1,38,2,1.25,2.5
562542,4055,17377.0,1,198,6,4.95,29.700000000000003
575516,672,17340.0,1,280,12,8.5,102.0
574740,1139,12357.0,8,276,24,0.42,10.08
565088,610,16145.0,1,220,12,0.85,10.2
556932,3478,,1,154,1,16.63,16.63
572680,4764,,11,266,5,1.25,6.25
545667,1011,,1,72,1,4.13,4.13
541783,186,16618.0,1,36,12,1.65,19.8
569544,2202,,1,248,1,1.63,1.63
552735,1047,17428.0,1,125,12,1.25,15.0
553487,4173,13246.0,1,130,2,1.65,3.3
571286,259,14547.0,1,258,3,2.95,8.850000000000001
576911,4556,17461.0,1,286,3,2.49,7.470000000000001
571214,1142,14390.0,1,257,1,0.42,0.42
538177,83,,1,9,1,4.21,4.21
C576375,449,16878.0,1,284,-1,1.25,-1.25
545999,1147,13089.0,1,75,12,0.42,5.04
572088,400,14585.0,1,262,7,0.85,5.95
552551,183,15433.0,1,124,24,0.29,6.959999999999999
572238,408,15819.0,1,263,12,0.85,10.2
558475,1569,,1,166,1,2.46,2.46
541518,465,12451.0,8,34,16,1.95,31.2
544153,1843,15356.0,1,58,1,2.95,2.95
579196,1581,14096.0,1,295,1,1.63,1.63
545339,166,14292.0,1,70,12,0.85,10.2
573361,343,14456.0,1,270,1,0.42,0.42
549302,213,14246.0,1,102,4,6.75,27.0
541115,14,12578.0,12,29,18,1.65,29.7
565443,3479,12567.0,2,222,2,8.25,16.5
574704,4338,15696.0,1,276,8,1.65,13.2
544450,1261,17811.0,1,61,4,1.45,5.8
541281,693,17988.0,1,32,1,1.65,1.65
544776,368,,1,64,6,3.29,19.74
537781,118,17341.0,1,7,1,5.95,5.95
560033,4556,12388.0,3,179,6,2.49,14.94
562555,3496,15671.0,1,198,144,0.29,41.76
548739,2374,15493.0,1,98,1,1.65,1.65
554765,1604,16837.0,1,138,6,2.55,15.3
568590,803,13126.0,1,243,48,0.39,18.72
538008,422,12683.0,2,8,24,0.55,13.2
538076,1847,15311.0,1,8,1,8.5,8.5
570499,289,12772.0,11,254,12,1.45,17.4
576837,188,,1,285,3,7.46,22.38
574741,2175,15993.0,1,276,2,0.39,0.78
547248,2322,,1,87,1,4.13,4.13
573773,4823,13327.0,1,272,24,4.15,99.6
560225,1656,,1,180,3,10.79,32.37
575671,3361,12670.0,2,280,24,1.95,46.8
581238,407,,1,304,1,3.29,3.29
576053,198,16726.0,1,282,4,2.1,8.4
580367,839,,1,299,1,4.13,4.13
545019,723,15093.0,1,66,10,1.25,12.5
C564955,212,15786.0,1,219,-6,2.95,-17.700000000000003
573428,72,12571.0,2,271,24,0.55,13.2
572295,5031,16686.0,1,264,1,1.25,1.25
536845,392,17961.0,1,2,1,4.95,4.95
580730,2851,,1,301,1,0.83,0.83
541592,819,,1,34,1,4.13,4.13
558099,1542,17593.0,1,163,12,0.65,7.800000000000001
580692,2135,13173.0,1,301,1,4.95,4.95
564353,684,15764.0,1,214,25,0.42,10.5
542268,1895,15358.0,1,41,12,0.85,10.2
567656,1542,14096.0,1,237,1,0.83,0.83
551982,3349,15023.0,1,120,4,1.65,6.6
553542,759,,1,130,1,14.13,14.13
540420,724,12829.0,1,24,3,16.95,50.85
555495,4084,17068.0,1,144,10,2.08,20.8
540489,756,13593.0,1,24,2,8.5,17.0
552614,78,14849.0,1,124,10,2.08,20.8
563557,2088,15786.0,1,208,12,1.45,17.4
561862,1433,15569.0,1,193,2,1.69,3.38
554113,206,16700.0,1,134,8,2.1,16.8
536743,1488,17964.0,1,2,1,8.95,8.95
565243,221,16735.0,1,221,3,4.95,14.85
567670,2579,,1,237,1,4.13,4.13
579283,2727,13883.0,1,296,3,4.95,14.85
548259,1923,14099.0,1,94,1,2.55,2.55
576364,3447,15009.0,1,283,2,4.95,9.9
547887,1590,16245.0,1,92,2,12.75,25.5
544691,536,13804.0,1,64,2,8.5,17.0
577768,411,,1,289,5,1.63,8.149999999999999
571031,3347,15005.0,1,256,1,1.95,1.95
566959,1059,17530.0,1,232,10,0.85,8.5
541949,151,18136.0,1,38,12,1.45,17.4
549569,1956,15547.0,1,103,6,1.25,7.5
575477,230,,1,279,2,3.29,6.58
580362,129,13884.0,1,299,6,2.95,17.700000000000003
574586,583,14882.0,1,276,12,3.75,45.0
576339,4345,14096.0,1,283,13,2.46,31.98
547659,1338,12434.0,3,89,6,2.95,17.700000000000003
558900,754,15349.0,1,170,9,1.45,13.05
540255,1450,,1,22,1,0.81,0.81
542617,1246,17463.0,1,43,2,0.85,1.7
575851,4823,14662.0,1,281,1,4.95,4.95
560736,1956,15260.0,1,184,24,1.25,30.0
578653,1128,18161.0,1,292,24,0.29,6.959999999999999
547801,202,14107.0,1,90,24,1.49,35.76
550469,737,16399.0,1,110,1,7.65,7.65
545991,1197,15311.0,1,75,2,4.25,8.5
548484,714,13571.0,1,95,3,2.95,8.850000000000001
542713,1069,12668.0,5,44,6,2.1,12.6
558475,229,,1,166,1,2.46,2.46
541592,49,,1,34,1,15.79,15.79
581217,1445,,1,304,6,4.13,24.78
549522,2638,16873.0,1,102,4,4.25,17.0
575070,221,17841.0,1,278,1,4.95,4.95
560394,219,14390.0,1,182,12,4.95,59.400000000000006
547396,21,,1,87,1,12.46,12.46
554830,4255,,1,138,3,0.0,0.0
542112,2674,13168.0,1,39,2,1.45,2.9
578275,296,15916.0,1,291,1,1.65,1.65
571197,80,16413.0,1,257,2,4.95,9.9
575167,4411,15153.0,1,278,6,3.75,22.5
577099,4172,13313.0,1,286,36,1.65,59.4
568491,4742,15443.0,1,242,6,0.83,4.98
561068,1,13116.0,1,187,6,2.95,17.700000000000003
542922,268,12682.0,2,46,10,1.65,16.5
579187,165,,1,295,1,1.63,1.63
575718,5275,16907.0,1,280,1,12.5,12.5
556573,4307,14667.0,1,152,2,4.15,8.3
577493,4587,17323.0,1,288,3,0.83,2.49
540278,910,15719.0,1,23,2,2.1,4.2
536732,174,15544.0,1,2,12,0.65,7.800000000000001
546569,3447,14016.0,7,81,4,4.95,19.8
565117,10,13089.0,1,220,40,1.69,67.6
576076,675,14382.0,1,282,1,0.39,0.39
559796,29,,1,177,1,8.29,8.29
544770,1069,,1,64,1,4.13,4.13
564174,158,14191.0,1,213,3,5.95,17.85
555383,3970,12517.0,5,143,1,7.95,7.95
579516,2362,17841.0,1,296,1,2.1,2.1
579133,1256,17852.0,1,295,2,2.95,5.9
539437,272,,1,15,1,5.06,5.06
554617,580,14593.0,1,137,1,0.65,0.65
571441,518,14096.0,1,259,2,4.13,8.26
551270,818,15891.0,1,115,1,8.5,8.5
570200,3364,16918.0,1,251,4,0.42,1.68
541552,3,15039.0,1,34,2,3.25,6.5
540418,1658,,1,24,1,0.85,0.85
542121,1011,17515.0,1,39,1,1.95,1.95
578757,729,12748.0,1,293,1,2.95,2.95
